timestamp,event_type,coding_agent,tool_name,execution_time,working_dir,session_id
2026-01-20T23:19:24.704000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:19:26.925000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:19:28.208000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:19:54.661000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:19:54.666000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:20:50.981000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:21:17.622000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:21:19.184000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:21:56.613000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:23:13.679000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:23:16.449000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:23:19.328000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:23:22.919000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:23:35.391000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:24:16.551000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:25:35.122000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:25:39.607000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:27:39.632000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-20T23:30:51.350000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:03:09.232000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:03:14.983000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:03:23.330000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:03:30.151000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:03:33.119000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:03:35.683000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:03:45.300000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:04:52.212000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:07:03.757000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:07:10.783000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:07:16.664000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:07:23.470000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:07:38.367000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:08:04.537000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:08:13.446000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:08:36.350000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:08:42.806000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:08:56.862000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:05.142000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:12.380000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:16.358000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:25.598000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:32.929000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:37.142000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:41.528000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:51.905000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:09:57.256000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:00.477000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:06.518000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:16.141000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:20.853000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:27.449000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:32.985000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:36.886000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:44.356000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:49.450000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:10:53.660000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:11:04.126000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:11:17.999000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:11:23.802000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:11:27.961000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:11:44.671000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:11:56.045000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:00.204000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:13.259000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:19.814000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:25.307000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:31.068000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:36.509000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:41.909000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:48.747000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:12:55.410000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:01.292000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:14.617000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:17.732000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:21.398000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:31.779000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:36.469000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:41.328000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:46.847000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:51.830000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:13:56.391000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:14:03.151000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:14:09.950000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:14:17.820000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:14:23.122000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:14:26.936000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:14:44.057000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:14:53.312000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:14:57.913000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:15:11.389000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:15:18.461000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:15:25.700000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:15:33.038000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:15:42.963000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:15:51.413000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:15:59.884000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:16:10.977000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:16:15.252000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T05:16:18.752000+00:00,user_prompt,gemini_cli,,,,session-2026-01-20T23-19-89fcdc3c
2026-01-21T17:32:41.974000+00:00,user_prompt,gemini_cli,,,,session-2026-01-21T17-32-e8b407d5
2026-01-21T17:34:34.223000+00:00,user_prompt,gemini_cli,,,,session-2026-01-21T17-32-e8b407d5
2026-01-21T17:36:27.059000+00:00,user_prompt,gemini_cli,,,,session-2026-01-21T17-32-e8b407d5
2026-01-21T17:37:01.158000+00:00,user_prompt,gemini_cli,,,,session-2026-01-21T17-32-e8b407d5
2026-01-21T17:37:04.191000+00:00,user_prompt,gemini_cli,,,,session-2026-01-21T17-32-e8b407d5
2026-01-21T17:37:07.724000+00:00,user_prompt,gemini_cli,,,,session-2026-01-21T17-32-e8b407d5
2026-01-21T17:46:32.502000+00:00,user_prompt,gemini_cli,,,,session-2026-01-21T17-40-dc228688
